phenotype_id	phenotype_label	upheno_id	upheno_label
HP:0007703	Abnormality of retinal pigmentation	UPHENO:7000480	abnormality of retinal pigmentation; retina pigmentation
MP:0005103	abnormal retina pigmentation	UPHENO:7000480	abnormality of retinal pigmentation; retina pigmentation
HP:0007795	Anterior cortical cataract	UPHENO:7000481	anterior cortical cataract
MP:0010256	anterior cortical cataract	UPHENO:7000481	anterior cortical cataract
HP:0007906	Ocular hypertension	UPHENO:7000482	ocular hypertension
MP:0005258	ocular hypertension	UPHENO:7000482	ocular hypertension
HP:0007917	Tractional retinal detachment	UPHENO:7000483	tractional retina detachment; tractional retinal detachment
MP:0020443	tractional retina detachment	UPHENO:7000483	tractional retina detachment; tractional retinal detachment
HP:0007957	Corneal opacity	UPHENO:7000484	cornea opacity; corneal opacity
MP:0001314	cornea opacity	UPHENO:7000484	cornea opacity; corneal opacity
HP:0007971	Lamellar cataract	UPHENO:7000485	lamellar cataract
MP:0010262	lamellar cataract	UPHENO:7000485	lamellar cataract
HP:0007985	Retinal arteriolar occlusion	UPHENO:7000486	retina arteriole occlusion; retinal arteriolar occlusion
MP:0031146	retina arteriole occlusion	UPHENO:7000486	retina arteriole occlusion; retinal arteriolar occlusion
HP:0008034	Abnormal iris pigmentation	UPHENO:7000487	iris pigmentation
MP:0005102	abnormal iris pigmentation	UPHENO:7000487	iris pigmentation
HP:0008043	Retinal arteriolar constriction	UPHENO:7000488	retina arteriole stenosis; retinal arteriolar constriction
MP:0031145	retina arteriole stenosis	UPHENO:7000488	retina arteriole stenosis; retinal arteriolar constriction
HP:0008066	Abnormal blistering of the skin	UPHENO:7000489	blistering; blistering of the skin
MP:0001208	blistering	UPHENO:7000489	blistering; blistering of the skin
HP:0008070	Sparse hair	UPHENO:7000490	sparse hair
MP:0000416	sparse hair	UPHENO:7000490	sparse hair
HP:0008081	Pes valgus	UPHENO:7000491	pes valgus
MP:0031291	pes valgus	UPHENO:7000491	pes valgus
HP:0008151	Prolonged prothrombin time	UPHENO:7000492	increased prothrombin time; prolonged prothrombin time
MP:0012356	increased prothrombin time	UPHENO:7000492	increased prothrombin time; prolonged prothrombin time
HP:0008404	Nail dystrophy	UPHENO:7000493	nail dystrophy
MP:0012400	nail dystrophy	UPHENO:7000493	nail dystrophy
HP:0008689	Bilateral cryptorchidism	UPHENO:7000494	bilateral cryptorchidism; bilateral cryptorchism
MP:0031287	bilateral cryptorchism	UPHENO:7000494	bilateral cryptorchidism; bilateral cryptorchism
HP:0008714	Ureterovesical stenosis	UPHENO:7000495	decreased width of the ureterovesical junction; ureterovesical stenosis
HP:0008716	Urethrovaginal fistula	UPHENO:7000496	urethrovaginal fistula
MP:0003593	urethrovaginal fistula	UPHENO:7000496	urethrovaginal fistula
HP:0008826	obsolete Dislocation of the femoral head	UPHENO:7000497	head of femur dislocation; obsolete dislocation of the femoral head
HP:0009125	Lipodystrophy	UPHENO:7000498	lipodystrophy
MP:0011174	lipodystrophy	UPHENO:7000498	lipodystrophy
HP:0009145	Abnormal cerebral artery morphology	UPHENO:7000499	cerebral artery morphology
XPO:0102225	abnormal cerebral artery morphology	UPHENO:7000499	cerebral artery morphology
HP:0009722	Dental enamel pits	UPHENO:7000500	dental enamel pits; enamel pits
MP:0030460	enamel pits	UPHENO:7000500	dental enamel pits; enamel pits
HP:0009741	Nephrosclerosis	UPHENO:7000501	nephrosclerosis
MP:0009860	nephrosclerosis	UPHENO:7000501	nephrosclerosis
HP:0009900	Unilateral deafness	UPHENO:7000502	unilateral deafness
MP:0004699	unilateral deafness	UPHENO:7000502	unilateral deafness
HP:0009914	Cyclopia	UPHENO:7000503	cyclopia
MP:0005163	cyclopia	UPHENO:7000503	cyclopia
HP:0009916	Anisocoria	UPHENO:7000504	anisocoria
MP:0006240	anisocoria	UPHENO:7000504	anisocoria
HP:0009922	Vascular remnant arising from the disk	UPHENO:7000505	persistent hyaloid artery; vascular remnant arising from the disk
MP:0012538	persistent hyaloid artery	UPHENO:7000505	persistent hyaloid artery; vascular remnant arising from the disk
HP:0010307	Stridor	UPHENO:7000506	stridor
MP:0013752	stridor	UPHENO:7000506	stridor
HP:0010310	Chylothorax	UPHENO:7000507	chylothorax
MP:0003660	chylothorax	UPHENO:7000507	chylothorax
HP:0010316	Ebstein anomaly of the tricuspid valve	UPHENO:7000508	ebstein anomaly of the tricuspid valve; ebstein's malformation of tricuspid valve
MP:0010536	Ebstein's malformation of tricuspid valve	UPHENO:7000508	ebstein anomaly of the tricuspid valve; ebstein's malformation of tricuspid valve
HP:0010444	Pulmonic regurgitation	UPHENO:7000509	pulmonary valve regurgitation; pulmonic regurgitation
MP:0006048	pulmonary valve regurgitation	UPHENO:7000509	pulmonary valve regurgitation; pulmonic regurgitation
HP:0010445	Primum atrial septal defect	UPHENO:7000510	ostium primum atrial septal defect; primum atrial septal defect
MP:0010404	ostium primum atrial septal defect	UPHENO:7000510	ostium primum atrial septal defect; primum atrial septal defect
HP:0010447	Anal fistula	UPHENO:7000511	anal fistula
MP:0003319	anal fistula	UPHENO:7000511	anal fistula
HP:0010458	Female pseudohermaphroditism	UPHENO:7000512	female pseudohermaphroditism
MP:0002788	female pseudohermaphroditism	UPHENO:7000512	female pseudohermaphroditism
HP:0010459	True hermaphroditism	UPHENO:7000513	true hermaphroditism
MP:0002213	true hermaphroditism	UPHENO:7000513	true hermaphroditism
HP:0010648	Dermal translucency	UPHENO:7000514	dermal translucency; translucent skin
MP:0001201	translucent skin	UPHENO:7000514	dermal translucency; translucent skin
HP:0010663	Abnormal thalamus morphology	UPHENO:7000515	thalamus morphology
ZP:0146393	thalamus morphology, abnormal	UPHENO:7000515	thalamus morphology
HP:0010695	Sutural cataract	UPHENO:7000516	sutural cataract
MP:0010261	sutural cataract	UPHENO:7000516	sutural cataract
HP:0010696	Polar cataract	UPHENO:7000517	polar cataract
MP:0010258	polar cataract	UPHENO:7000517	polar cataract
HP:0010701	Abnormal circulating immunoglobulin concentration	UPHENO:7000518	circulating immunoglobulin concentration; immunoglobulin level
MP:0002490	abnormal immunoglobulin level	UPHENO:7000518	circulating immunoglobulin concentration; immunoglobulin level
HP:0010702	Increased circulating antibody concentration	UPHENO:7000519	increased circulating antibody concentration; increased immunoglobulin level
MP:0002461	increased immunoglobulin level	UPHENO:7000519	increased circulating antibody concentration; increased immunoglobulin level
HP:0010735	Polyostotic fibrous dysplasia	UPHENO:7000520	polyostotic fibrous dysplasia
MP:0031350	polyostotic fibrous dysplasia	UPHENO:7000520	polyostotic fibrous dysplasia
HP:0010736	Monostotic fibrous dysplasia	UPHENO:7000521	monostotic fibrous dysplasia
MP:0031349	monostotic fibrous dysplasia	UPHENO:7000521	monostotic fibrous dysplasia
HP:0010773	Partial anomalous pulmonary venous return	UPHENO:7000522	partial anomalous pulmonary venous connection; partial anomalous pulmonary venous return
MP:0010442	partial anomalous pulmonary venous connection	UPHENO:7000522	partial anomalous pulmonary venous connection; partial anomalous pulmonary venous return
HP:0010774	Cor triatriatum	UPHENO:7000523	cor triatriatum
MP:0010409	cor triatriatum	UPHENO:7000523	cor triatriatum
HP:0010775	Vascular ring	UPHENO:7000524	vascular ring
MP:0010466	vascular ring	UPHENO:7000524	vascular ring
HP:0010783	Erythema	UPHENO:7000525	erythema; reddish skin
MP:0001190	reddish skin	UPHENO:7000525	erythema; reddish skin
HP:0010831	Impaired proprioception	UPHENO:7000526	impaired proprioception; motor coordination/balance
MP:0001516	abnormal motor coordination/balance	UPHENO:7000526	impaired proprioception; motor coordination/balance
HP:0010923	Anterior subcapsular cataract	UPHENO:7000527	anterior subcapsular cataract
MP:0010252	anterior subcapsular cataract	UPHENO:7000527	anterior subcapsular cataract
HP:0010924	Posterior cortical cataract	UPHENO:7000528	posterior cortical cataract
MP:0010257	posterior cortical cataract	UPHENO:7000528	posterior cortical cataract
HP:0010953	Noncommunicating hydrocephalus	UPHENO:7000529	noncommunicating hydrocephalus; obstructive hydrocephaly
MP:0000917	obstructive hydrocephaly	UPHENO:7000529	noncommunicating hydrocephalus; obstructive hydrocephaly
HP:0010974	Abnormal myeloid leukocyte morphology	UPHENO:7000530	myeloid leukocyte morphology
MP:0008250	abnormal myeloid leukocyte morphology	UPHENO:7000530	myeloid leukocyte morphology
HP:0011002	Osteopetrosis	UPHENO:7000531	osteopetrosis
MP:0000067	osteopetrosis	UPHENO:7000531	osteopetrosis
HP:0011003	High myopia	UPHENO:7000532	high myopia
MP:0003101	high myopia	UPHENO:7000532	high myopia
HP:0011029	Internal hemorrhage	UPHENO:7000533	internal hemorrhage
MP:0001634	internal hemorrhage	UPHENO:7000533	internal hemorrhage
HP:0011034	Amyloidosis	UPHENO:7000534	amyloidosis
MP:0000604	amyloidosis	UPHENO:7000534	amyloidosis
HP:0011079	Impacted tooth	UPHENO:7000535	impacted tooth; tooth impaction
MP:0030505	tooth impaction	UPHENO:7000535	impacted tooth; tooth impaction
HP:0011096	Peripheral demyelination	UPHENO:7000536	demyelination; peripheral demyelination
MP:0000921	demyelination	UPHENO:7000536	demyelination; peripheral demyelination
HP:0011111	Abnormal immune serum protein physiology	UPHENO:7000537	immune serum protein physiology
MP:0002723	abnormal immune serum protein physiology	UPHENO:7000537	immune serum protein physiology
HP:0011273	Anisocytosis	UPHENO:7000538	anisocytosis
MP:0002642	anisocytosis	UPHENO:7000538	anisocytosis
HP:0011276	Vascular skin abnormality	UPHENO:7000539	skin vasculature morphology; vascular skin abnormality
MP:0014273	abnormal skin vasculature morphology	UPHENO:7000539	skin vasculature morphology; vascular skin abnormality
HP:0011332	Hemifacial hypoplasia	UPHENO:7000540	hemifacial hypoplasia
MP:0030100	hemifacial hypoplasia	UPHENO:7000540	hemifacial hypoplasia
HP:0011390	Abnormal inner ear morphology	UPHENO:7000541	inner ear morphology
XPO:0102168	abnormal inner ear morphology	UPHENO:7000541	inner ear morphology
HP:0011468	Facial tics	UPHENO:7000542	facial muscle spasm; facial tics
MP:0030143	facial muscle spasm	UPHENO:7000542	facial muscle spasm; facial tics
HP:0011480	Unilateral microphthalmos	UPHENO:7000543	unilateral microphthalmia; unilateral microphthalmos
MP:0031289	unilateral microphthalmia	UPHENO:7000543	unilateral microphthalmia; unilateral microphthalmos
HP:0011483	Anterior synechiae of the anterior chamber	UPHENO:7000544	anterior iris synechia; anterior synechiae of the anterior chamber
MP:0011481	anterior iris synechia	UPHENO:7000544	anterior iris synechia; anterior synechiae of the anterior chamber
HP:0011488	Abnormal corneal endothelium morphology	UPHENO:7000545	corneal endothelium morphology
ZP:0103899	corneal endothelium morphology, abnormal	UPHENO:7000545	corneal endothelium morphology
HP:0011496	Corneal neovascularization	UPHENO:7000546	cornea vascularization; corneal neovascularization
MP:0005542	cornea vascularization	UPHENO:7000546	cornea vascularization; corneal neovascularization
HP:0011506	Choroidal neovascularization	UPHENO:7000547	choroidal neovascularization
MP:0005546	choroidal neovascularization	UPHENO:7000547	choroidal neovascularization
HP:0011527	Lentiglobus	UPHENO:7000548	lentiglobus
MP:0031316	lentiglobus	UPHENO:7000548	lentiglobus
HP:0011535	Abnormal atrial arrangement	UPHENO:7000549	atrial arrangement; heart atrium arrangement
MP:0014319	abnormal heart atrium arrangement	UPHENO:7000549	atrial arrangement; heart atrium arrangement
HP:0011536	Right atrial isomerism	UPHENO:7000550	right atrial isomerism
MP:0006061	right atrial isomerism	UPHENO:7000550	right atrial isomerism
HP:0011537	Left atrial isomerism	UPHENO:7000551	left atrial isomerism
MP:0008461	left atrial isomerism	UPHENO:7000551	left atrial isomerism
HP:0011538	Atrial situs inversus	UPHENO:7000552	atrial situs inversus
MP:0010431	atrial situs inversus	UPHENO:7000552	atrial situs inversus
HP:0011546	Abnormal atrioventricular connection	UPHENO:7000553	atrioventricular connection; heart atrium and ventricle connection
MP:0010435	abnormal heart atrium and ventricle connection	UPHENO:7000553	atrioventricular connection; heart atrium and ventricle connection
HP:0011555	Double inlet left ventricle	UPHENO:7000554	double inlet heart left ventricle; double inlet left ventricle
MP:0010433	double inlet heart left ventricle	UPHENO:7000554	double inlet heart left ventricle; double inlet left ventricle
HP:0011556	Double inlet right ventricle	UPHENO:7000555	double inlet heart right ventricle; double inlet right ventricle
MP:0010434	double inlet heart right ventricle	UPHENO:7000555	double inlet heart right ventricle; double inlet right ventricle
HP:0011565	Common atrium	UPHENO:7000556	absent atrial septum; common atrium
XPO:0126211	absent atrial septum	UPHENO:7000556	absent atrial septum; common atrium
HP:0011567	Sinus venosus atrial septal defect	UPHENO:7000557	sinus venosus atrial septal defect
MP:0010408	sinus venosus atrial septal defect	UPHENO:7000557	sinus venosus atrial septal defect
HP:0011576	Intermediate atrioventricular canal defect	UPHENO:7000558	intermediate atrioventricular canal defect; intermediate atrioventricular septal defect
MP:0010415	intermediate atrioventricular septal defect	UPHENO:7000558	intermediate atrioventricular canal defect; intermediate atrioventricular septal defect
HP:0011577	Partial atrioventricular canal defect	UPHENO:7000559	partial atrioventricular canal defect; partial atrioventricular septal defect
MP:0010414	partial atrioventricular septal defect	UPHENO:7000559	partial atrioventricular canal defect; partial atrioventricular septal defect
HP:0011581	Double outlet left ventricle	UPHENO:7000560	double outlet left ventricle
MP:0010427	double outlet left ventricle	UPHENO:7000560	double outlet left ventricle
HP:0011588	Cervical aortic arch	UPHENO:7000561	cervical aortic arch
MP:0004161	cervical aortic arch	UPHENO:7000561	cervical aortic arch
HP:0011599	Mesocardia	UPHENO:7000562	mesocardia
MP:0000650	mesocardia	UPHENO:7000562	mesocardia
HP:0011604	Aortopulmonary window	UPHENO:7000563	aortopulmonary window
MP:0010455	aortopulmonary window	UPHENO:7000563	aortopulmonary window
HP:0011608	Type II truncus arteriosus	UPHENO:7000564	persistent truncus arteriosus type ii; type ii truncus arteriosus
MP:0011662	persistent truncus arteriosus type ii	UPHENO:7000564	persistent truncus arteriosus type ii; type ii truncus arteriosus
HP:0011609	Type III truncus arteriosus	UPHENO:7000565	persistent truncus arteriosus type iii; type iii truncus arteriosus
MP:0011663	persistent truncus arteriosus type iii	UPHENO:7000565	persistent truncus arteriosus type iii; type iii truncus arteriosus
HP:0011610	Type IV truncus arteriosus	UPHENO:7000566	persistent truncus arteriosus type iv; type iv truncus arteriosus
MP:0011664	persistent truncus arteriosus type iv	UPHENO:7000566	persistent truncus arteriosus type iv; type iv truncus arteriosus
HP:0011611	Interrupted aortic arch	UPHENO:7000567	interrupted aortic arch
MP:0004157	interrupted aortic arch	UPHENO:7000567	interrupted aortic arch
HP:0011612	Interrupted aortic arch type A	UPHENO:7000568	interrupted aortic arch type a; interrupted aortic arch, type a
MP:0011658	interrupted aortic arch, type a	UPHENO:7000568	interrupted aortic arch type a; interrupted aortic arch, type a
HP:0011613	Interrupted aortic arch type B	UPHENO:7000569	interrupted aortic arch type b; interrupted aortic arch, type b
MP:0011659	interrupted aortic arch, type b	UPHENO:7000569	interrupted aortic arch type b; interrupted aortic arch, type b
HP:0011614	Interrupted aortic arch type C	UPHENO:7000570	interrupted aortic arch type c; interrupted aortic arch, type c
MP:0031517	interrupted aortic arch, type c	UPHENO:7000570	interrupted aortic arch type c; interrupted aortic arch, type c
HP:0011616	Pulmonary situs inversus	UPHENO:7000571	lung situs inversus; pulmonary situs inversus
MP:0010854	lung situs inversus	UPHENO:7000571	lung situs inversus; pulmonary situs inversus
HP:0011622	Inlet ventricular septal defect	UPHENO:7000572	inlet ventricular septal defect
MP:0010419	inlet ventricular septal defect	UPHENO:7000572	inlet ventricular septal defect
HP:0011623	Muscular ventricular septal defect	UPHENO:7000573	muscular ventricular septal defect
MP:0010420	muscular ventricular septal defect	UPHENO:7000573	muscular ventricular septal defect
HP:0011641	Coronary artery fistula	UPHENO:7000574	coronary artery fistula; coronary fistula
MP:0010476	coronary fistula	UPHENO:7000574	coronary artery fistula; coronary fistula
HP:0011643	Coronary sinus atrial septal defect	UPHENO:7000575	coronary sinus atrial septal defect
MP:0010407	coronary sinus atrial septal defect	UPHENO:7000575	coronary sinus atrial septal defect
HP:0011645	Dilatation of the sinus of Valsalva	UPHENO:7000576	aortic sinus aneurysm; dilatation of the sinus of valsalva
MP:0010483	aortic sinus aneurysm	UPHENO:7000576	aortic sinus aneurysm; dilatation of the sinus of valsalva
HP:0011652	Double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis	UPHENO:7000577	double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis; double outlet right ventricle, doubly committed ventricular septal defect
MP:0011669	double outlet right ventricle, doubly committed ventricular septal defect	UPHENO:7000577	double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis; double outlet right ventricle, doubly committed ventricular septal defect
HP:0011654	Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis	UPHENO:7000578	double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis; double outlet right ventricle, noncommitted ventricular septal defect
MP:0011670	double outlet right ventricle, noncommitted ventricular septal defect	UPHENO:7000578	double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis; double outlet right ventricle, noncommitted ventricular septal defect
HP:0011660	Anomalous origin of one pulmonary artery from ascending aorta	UPHENO:7000579	anomalous origin of one pulmonary artery from ascending aorta; hemitruncus
MP:0010456	hemitruncus	UPHENO:7000579	anomalous origin of one pulmonary artery from ascending aorta; hemitruncus
HP:0011681	Subarterial ventricular septal defect	UPHENO:7000580	subarterial ventricular septal defect
MP:0010417	subarterial ventricular septal defect	UPHENO:7000580	subarterial ventricular septal defect
HP:0011682	Perimembranous ventricular septal defect	UPHENO:7000581	perimembraneous ventricular septal defect; perimembranous ventricular septal defect
MP:0010418	perimembraneous ventricular septal defect	UPHENO:7000581	perimembraneous ventricular septal defect; perimembranous ventricular septal defect
HP:0011710	Bundle branch block	UPHENO:7000582	bundle branch block
MP:0010636	bundle branch block	UPHENO:7000582	bundle branch block
HP:0011719	Supracardiac total anomalous pulmonary venous connection	UPHENO:7000583	supracardiac total anomalous pulmonary venous connection; total anomalous pulmonary venous connection, supracardiac
MP:0010430	total anomalous pulmonary venous connection, supracardiac	UPHENO:7000583	supracardiac total anomalous pulmonary venous connection; total anomalous pulmonary venous connection, supracardiac
HP:0011720	Cardiac total anomalous pulmonary venous connection	UPHENO:7000584	cardiac total anomalous pulmonary venous connection; total anomalous pulmonary venous connection, intracardiac
MP:0010443	total anomalous pulmonary venous connection, intracardiac	UPHENO:7000584	cardiac total anomalous pulmonary venous connection; total anomalous pulmonary venous connection, intracardiac
HP:0011722	Mixed total anomalous pulmonary venous connection	UPHENO:7000585	mixed total anomalous pulmonary venous connection; total anomalous pulmonary venous connection, mixed
MP:0010445	total anomalous pulmonary venous connection, mixed	UPHENO:7000585	mixed total anomalous pulmonary venous connection; total anomalous pulmonary venous connection, mixed
HP:0011849	Abnormal bone ossification	UPHENO:7000586	bone ossification
MP:0008271	abnormal bone ossification	UPHENO:7000586	bone ossification
HP:0011850	Parotitis	UPHENO:7000587	parotid gland inflammation; parotitis
MP:0013367	parotid gland inflammation	UPHENO:7000587	parotid gland inflammation; parotitis
HP:0011851	Hemopericardium	UPHENO:7000588	hemopericardium
MP:0005244	hemopericardium	UPHENO:7000588	hemopericardium
HP:0011854	Hemoperitoneum	UPHENO:7000589	hemoperitoneum
MP:0005435	hemoperitoneum	UPHENO:7000589	hemoperitoneum
HP:0011875	Abnormal platelet morphology	UPHENO:7000590	platelet morphology
MP:0004720	abnormal platelet morphology	UPHENO:7000590	platelet morphology
HP:0011876	Abnormal platelet volume	UPHENO:7000591	platelet volume
MP:0002586	abnormal platelet volume	UPHENO:7000591	platelet volume
HP:0011886	Hyphema	UPHENO:7000592	hyphema
MP:0030933	hyphema	UPHENO:7000592	hyphema
HP:0011899	Hyperfibrinogenemia	UPHENO:7000593	hyperfibrinogenemia; increased circulating fibrinogen level
MP:0012331	increased circulating fibrinogen level	UPHENO:7000593	hyperfibrinogenemia; increased circulating fibrinogen level
HP:0011900	Hypofibrinogenemia	UPHENO:7000594	decreased circulating fibrinogen level; hypofibrinogenemia
MP:0012330	decreased circulating fibrinogen level	UPHENO:7000594	decreased circulating fibrinogen level; hypofibrinogenemia
HP:0011902	Abnormal hemoglobin	UPHENO:7000595	hemoglobin
MP:0001588	abnormal hemoglobin	UPHENO:7000595	hemoglobin
HP:0011922	Abnormal activity of mitochondrial respiratory chain	UPHENO:7000596	activity of mitochondrial respiratory chain; metabolic process in mitochondrial respirasome phenotype
HP:0011950	Bronchiolitis	UPHENO:7000597	bronchiolitis
MP:0031054	bronchiolitis	UPHENO:7000597	bronchiolitis
HP:0011951	Aspiration pneumonia	UPHENO:7000598	aspiration pneumonia
MP:0031125	aspiration pneumonia	UPHENO:7000598	aspiration pneumonia
HP:0011970	Cerebral amyloid angiopathy	UPHENO:7000599	cerebral amyloid angiopathy
MP:0004254	cerebral amyloid angiopathy	UPHENO:7000599	cerebral amyloid angiopathy
HP:0011972	Hypoglycorrhachia	UPHENO:7000600	decreased cerebrospinal fluid glucose level; hypoglycorrhachia
MP:0031648	decreased cerebrospinal fluid glucose level	UPHENO:7000600	decreased cerebrospinal fluid glucose level; hypoglycorrhachia
HP:0011994	Abnormal atrial septum morphology	UPHENO:7000601	atrial septum morphology
XPO:0103124	abnormal atrial septum morphology	UPHENO:7000601	atrial septum morphology
HP:0012019	Lens luxation	UPHENO:7000602	lens luxation
MP:0031429	lens luxation	UPHENO:7000602	lens luxation
HP:0012020	Right aortic arch	UPHENO:7000603	right aortic arch
MP:0004158	right aortic arch	UPHENO:7000603	right aortic arch
HP:0012029	Abnormal urine hormone level	UPHENO:7000604	urine hormone level
MP:0011538	abnormal urine hormone level	UPHENO:7000604	urine hormone level
HP:0012047	Hemeralopia	UPHENO:7000605	hemeralopia
MP:0008145	hemeralopia	UPHENO:7000605	hemeralopia
HP:0012050	Anasarca	UPHENO:7000606	anasarca
MP:0011738	anasarca	UPHENO:7000606	anasarca
HP:0012068	Aspartylglucosaminuria	UPHENO:7000607	aspartylglucosaminuria
MP:0011516	aspartylglucosaminuria	UPHENO:7000607	aspartylglucosaminuria
HP:0012072	Aciduria	UPHENO:7000608	aciduria
MP:0010028	aciduria	UPHENO:7000608	aciduria
HP:0012089	Arteritis	UPHENO:7000609	arteritis
MP:0010138	arteritis	UPHENO:7000609	arteritis
HP:0012151	Hemothorax	UPHENO:7000610	hemothorax
MP:0005243	hemothorax	UPHENO:7000610	hemothorax
HP:0012154	Anhedonia	UPHENO:7000611	anhedonia
MP:0009710	anhedonia	UPHENO:7000611	anhedonia
HP:0012156	Hemophagocytosis	UPHENO:7000612	hemophagocytosis
MP:0031070	hemophagocytosis	UPHENO:7000612	hemophagocytosis
HP:0012176	Abnormal natural killer cell morphology	UPHENO:7000613	natural killer cell morphology
XPO:0102446	abnormal natural killer cell morphology	UPHENO:7000613	natural killer cell morphology
HP:0012206	Abnormal sperm motility	UPHENO:7000614	sperm motility
MP:0002674	abnormal sperm motility	UPHENO:7000614	sperm motility
HP:0012213	Decreased glomerular filtration rate	UPHENO:7000615	decreased creatinine clearance; decreased glomerular filtration rate
MP:0005558	decreased creatinine clearance	UPHENO:7000615	decreased creatinine clearance; decreased glomerular filtration rate
HP:0012230	Rhegmatogenous retinal detachment	UPHENO:7000616	rhegmatogenous retina detachment; rhegmatogenous retinal detachment
MP:0020441	rhegmatogenous retina detachment	UPHENO:7000616	rhegmatogenous retina detachment; rhegmatogenous retinal detachment
HP:0012231	Exudative retinal detachment	UPHENO:7000617	exudative retinal detachment; serous retina detachment
MP:0020442	serous retina detachment	UPHENO:7000617	exudative retinal detachment; serous retina detachment
HP:0012232	Shortened QT interval	UPHENO:7000618	shortened qt interval
MP:0003900	shortened QT interval	UPHENO:7000618	shortened qt interval
HP:0012238	Increased circulating chylomicron concentration	UPHENO:7000619	hyperchylomicronemia; increased circulating chylomicron concentration
MP:0009699	hyperchylomicronemia	UPHENO:7000619	hyperchylomicronemia; increased circulating chylomicron concentration
HP:0012245	Sex reversal	UPHENO:7000620	sex reversal
MP:0005652	sex reversal	UPHENO:7000620	sex reversal
HP:0012248	Prolonged PR interval	UPHENO:7000621	prolonged pr interval
MP:0003896	prolonged PR interval	UPHENO:7000621	prolonged pr interval
HP:0012249	Abnormal ST segment	UPHENO:7000622	st segment
MP:0003897	abnormal ST segment	UPHENO:7000622	st segment
HP:0012252	Abnormal respiratory system morphology	UPHENO:7000623	respiratory system morphology
XPO:0101949	abnormal respiratory system morphology	UPHENO:7000623	respiratory system morphology
HP:0012261	Abnormal respiratory motile cilium physiology	UPHENO:7000624	respiratory motile cilium physiology
MP:0011055	abnormal respiratory motile cilium physiology	UPHENO:7000624	respiratory motile cilium physiology
HP:0012280	Hepatic amyloidosis	UPHENO:7000625	hepatic amyloidosis
MP:0021154	hepatic amyloidosis	UPHENO:7000625	hepatic amyloidosis
HP:0012281	Chylous ascites	UPHENO:7000626	chylous ascites
MP:0012080	chylous ascites	UPHENO:7000626	chylous ascites
HP:0012317	Sacroiliac arthritis	UPHENO:7000627	sacroiliac arthritis; sacroiliac joint inflammation
MP:0030822	sacroiliac joint inflammation	UPHENO:7000627	sacroiliac arthritis; sacroiliac joint inflammation
HP:0012330	Pyelonephritis	UPHENO:7000628	pyelonephritis
MP:0011403	pyelonephritis	UPHENO:7000628	pyelonephritis
HP:0012334	Extrahepatic cholestasis	UPHENO:7000629	extrahepatic cholestasis
MP:0005414	extrahepatic cholestasis	UPHENO:7000629	extrahepatic cholestasis
HP:0012337	Abnormal homeostasis	UPHENO:7000630	homeostasis
MP:0001764	abnormal homeostasis	UPHENO:7000630	homeostasis
HP:0012338	Abnormal energy expenditure	UPHENO:7000631	energy expenditure
MP:0005450	abnormal energy expenditure	UPHENO:7000631	energy expenditure
HP:0012372	Abnormal eye morphology	UPHENO:7000632	eye morphology
ZP:0000943	eye morphology, abnormal	UPHENO:7000632	eye morphology
HP:0012378	Fatigue	UPHENO:7000633	fatigue
MP:0002899	fatigue	UPHENO:7000633	fatigue
HP:0012382	Left-to-right shunt	UPHENO:7000634	left-to-right shunt
MP:0031129	left-to-right shunt	UPHENO:7000634	left-to-right shunt
HP:0012384	Rhinitis	UPHENO:7000635	rhinitis
MP:0001867	rhinitis	UPHENO:7000635	rhinitis
HP:0012387	Bronchitis	UPHENO:7000636	bronchitis
MP:0031055	bronchitis	UPHENO:7000636	bronchitis
HP:0012450	Chronic constipation	UPHENO:7000637	chronic constipation
MP:0003268	chronic constipation	UPHENO:7000637	chronic constipation
HP:0012478	Temporomandibular joint ankylosis	UPHENO:7000638	temporomandibular joint ankylosis
MP:0030327	temporomandibular joint ankylosis	UPHENO:7000638	temporomandibular joint ankylosis
HP:0012533	Allodynia	UPHENO:7000639	allodynia
MP:0003177	allodynia	UPHENO:7000639	allodynia
HP:0012534	Dysesthesia	UPHENO:7000640	dysesthesia; hyperalgesia
MP:0005407	hyperalgesia	UPHENO:7000640	dysesthesia; hyperalgesia
HP:0012543	Hemosiderinuria	UPHENO:7000641	hemosiderinuria
MP:0000327	hemosiderinuria	UPHENO:7000641	hemosiderinuria
HP:0012561	Unicuspid aortic valve	UPHENO:7000642	unicuspid aortic valve
MP:0010596	unicuspid aortic valve	UPHENO:7000642	unicuspid aortic valve
HP:0012594	Moderate albuminuria	UPHENO:7000643	increased urine microalbumin level; moderate albuminuria
MP:0002959	increased urine microalbumin level	UPHENO:7000643	increased urine microalbumin level; moderate albuminuria
HP:0012615	Cylindruria	UPHENO:7000644	cylindruria
MP:0011421	cylindruria	UPHENO:7000644	cylindruria
HP:0012632	Abnormal intraocular pressure	UPHENO:7000645	intraocular pressure
MP:0005257	abnormal intraocular pressure	UPHENO:7000645	intraocular pressure
HP:0012648	Decreased inflammatory response	UPHENO:7000646	decreased inflammatory response
