?baseClass	?baseLabel	?equivalentClass	?equivalentLabel
<http://purl.obolibrary.org/obo/HP_0006695>	"Atrioventricular canal defect"	<http://purl.obolibrary.org/obo/MP_0010412>	"atrioventricular septal defect"
<http://purl.obolibrary.org/obo/HP_0010650>	"Hypoplasia of the premaxilla"	<http://purl.obolibrary.org/obo/MP_0004870>	"small premaxilla"
<http://purl.obolibrary.org/obo/HP_0011456>	"Absent stapes"	<http://purl.obolibrary.org/obo/MP_0004204>	"absent stapes"
<http://purl.obolibrary.org/obo/HP_0012676>	"Copper accumulation in brain"	<http://purl.obolibrary.org/obo/MP_0011214>	"increased brain copper level"
<http://purl.obolibrary.org/obo/HP_0001397>	"Hepatic steatosis"	<http://purl.obolibrary.org/obo/MP_0002628>	"hepatic steatosis"
<http://purl.obolibrary.org/obo/HP_0012165>	"Oligodactyly"	<http://purl.obolibrary.org/obo/MP_0000565>	"oligodactyly"
<http://purl.obolibrary.org/obo/HP_0000256>	"Macrocephaly"	<http://purl.obolibrary.org/obo/MP_0000434>	"megacephaly"
<http://purl.obolibrary.org/obo/HP_0040194>	"Increased head circumference"	<http://purl.obolibrary.org/obo/MP_0000434>	"megacephaly"
<http://purl.obolibrary.org/obo/HP_0000023>	"Inguinal hernia"	<http://purl.obolibrary.org/obo/MP_0006077>	"inguinal hernia"
<http://purl.obolibrary.org/obo/HP_0001911>	"Abnormality of granulocytes"	<http://purl.obolibrary.org/obo/MP_0002441>	"abnormal granulocyte morphology"
<http://purl.obolibrary.org/obo/MP_0003530>	"small clitoris"	<http://purl.obolibrary.org/obo/MP_0009101>	"clitoris hypoplasia"
<http://purl.obolibrary.org/obo/HP_0040254>	"Decreased size of the clitoris"	<http://purl.obolibrary.org/obo/MP_0009101>	"clitoris hypoplasia"
<http://purl.obolibrary.org/obo/HP_0000060>	"Clitoral hypoplasia"	<http://purl.obolibrary.org/obo/MP_0009101>	"clitoris hypoplasia"
<http://purl.obolibrary.org/obo/HP_0010804>	"Tented upper lip vermilion"	<http://purl.obolibrary.org/obo/MP_0003783>	"tented upper lip"
<http://purl.obolibrary.org/obo/HP_0002558>	"Supernumerary nipple"	<http://purl.obolibrary.org/obo/MP_0009723>	"increased nipple number"
<http://purl.obolibrary.org/obo/HP_0011681>	"Subarterial ventricular septal defect"	<http://purl.obolibrary.org/obo/MP_0010417>	"subarterial ventricular septal defect"
<http://purl.obolibrary.org/obo/HP_0002795>	"Functional respiratory abnormality"	<http://purl.obolibrary.org/obo/MP_0001943>	"abnormal respiration"
<http://purl.obolibrary.org/obo/HP_0005473>	"Fusion of middle ear ossicles"	<http://purl.obolibrary.org/obo/MP_0003740>	"fusion of middle ear ossicles"
<http://purl.obolibrary.org/obo/HP_0410005>	"Cleft hard palate"	<http://purl.obolibrary.org/obo/MP_0013545>	"cleft hard palate"
<http://purl.obolibrary.org/obo/HP_0007670>	"Abnormal vestibulo-ocular reflex"	<http://purl.obolibrary.org/obo/MP_0004844>	"abnormal vestibuloocular reflex"
<http://purl.obolibrary.org/obo/HP_0030011>	"Imperforate hymen"	<http://purl.obolibrary.org/obo/MP_0003540>	"imperforate hymen"
<http://purl.obolibrary.org/obo/HP_0012607>	"Abnormal urine magnesium concentration"	<http://purl.obolibrary.org/obo/MP_0011434>	"abnormal urine magnesium level"
<http://purl.obolibrary.org/obo/HP_0009556>	"Absent tibia"	<http://purl.obolibrary.org/obo/MP_0002728>	"absent tibia"
<http://purl.obolibrary.org/obo/HP_0005326>	"Hypoplastic philtrum"	<http://purl.obolibrary.org/obo/MP_0012258>	"philtrum hypoplasia"
<http://purl.obolibrary.org/obo/HP_0005990>	"Thyroid hypoplasia"	<http://purl.obolibrary.org/obo/MP_0003499>	"thyroid hypoplasia"
<http://purl.obolibrary.org/obo/HP_0001741>	"Phimosis"	<http://purl.obolibrary.org/obo/MP_0003554>	"phimosis"
<http://purl.obolibrary.org/obo/HP_0008372>	"Abnormality of vitamin A metabolism"	<http://purl.obolibrary.org/obo/MP_0011233>	"abnormal vitamin A metabolism"
<http://purl.obolibrary.org/obo/HP_0100710>	"Impulsivity"	<http://purl.obolibrary.org/obo/MP_0010698>	"abnormal impulsive behavior control"
<http://purl.obolibrary.org/obo/HP_0001888>	"Lymphopenia"	<http://purl.obolibrary.org/obo/MP_0005016>	"decreased lymphocyte cell number"
<http://purl.obolibrary.org/obo/HP_0003687>	"Centrally nucleated skeletal muscle fibers"	<http://purl.obolibrary.org/obo/MP_0009404>	"centrally nucleated skeletal muscle fibers"
<http://purl.obolibrary.org/obo/HP_0000369>	"Low-set ears"	<http://purl.obolibrary.org/obo/HP_0000411>	"Protruding ear"
<http://purl.obolibrary.org/obo/HP_0001586>	"Vesicovaginal fistula"	<http://purl.obolibrary.org/obo/MP_0011829>	"vesicovaginal fistula"
<http://purl.obolibrary.org/obo/HP_0005105>	"Abnormal nasal morphology"	<http://purl.obolibrary.org/obo/MP_0000102>	"abnormal nasal bone morphology"
<http://purl.obolibrary.org/obo/HP_0030357>	"Small cell lung carcinoma"	<http://purl.obolibrary.org/obo/MP_0008715>	"increased lung small cell carcinoma incidence"
<http://purl.obolibrary.org/obo/HP_0012151>	"Hemothorax"	<http://purl.obolibrary.org/obo/MP_0005243>	"hemothorax"
<http://purl.obolibrary.org/obo/HP_0001000>	"Abnormality of skin pigmentation"	<http://purl.obolibrary.org/obo/MP_0002095>	"abnormal skin pigmentation"
<http://purl.obolibrary.org/obo/HP_0011034>	"Amyloidosis"	<http://purl.obolibrary.org/obo/MP_0000604>	"amyloidosis"
<http://purl.obolibrary.org/obo/HP_0012447>	"Abnormal myelination"	<http://purl.obolibrary.org/obo/MP_0000920>	"abnormal myelination"
<http://purl.obolibrary.org/obo/MP_0004106>	"lymphatic vessel hyperplasia"	<http://purl.obolibrary.org/obo/MP_0008102>	"lymph node hyperplasia"
<http://purl.obolibrary.org/obo/MP_0000702>	"enlarged lymph nodes"	<http://purl.obolibrary.org/obo/MP_0008102>	"lymph node hyperplasia"
<http://purl.obolibrary.org/obo/HP_0002716>	"Lymphadenopathy"	<http://purl.obolibrary.org/obo/MP_0008102>	"lymph node hyperplasia"
<http://purl.obolibrary.org/obo/HP_0004415>	"Pulmonary artery stenosis"	<http://purl.obolibrary.org/obo/MP_0010457>	"pulmonary artery stenosis"
<http://purl.obolibrary.org/obo/HP_0000126>	"Hydronephrosis"	<http://purl.obolibrary.org/obo/HP_0010946>	"Dilatation of the renal pelvis"
<http://purl.obolibrary.org/obo/HP_0010945>	"Fetal pyelectasis"	<http://purl.obolibrary.org/obo/HP_0010946>	"Dilatation of the renal pelvis"
<http://purl.obolibrary.org/obo/HP_0200057>	"Marcus Gunn pupil"	<http://purl.obolibrary.org/obo/MP_0006243>	"impaired pupillary reflex"
<http://purl.obolibrary.org/obo/HP_0010651>	"Abnormality of the meninges"	<http://purl.obolibrary.org/obo/MP_0005623>	"abnormal meninges morphology"
<http://purl.obolibrary.org/obo/HP_0010831>	"Impaired proprioception"	<http://purl.obolibrary.org/obo/MP_0001516>	"abnormal motor coordination/ balance"
<http://purl.obolibrary.org/obo/HP_0012238>	"Hyperchylomicronemia"	<http://purl.obolibrary.org/obo/MP_0009699>	"hyperchylomicronemia"
<http://purl.obolibrary.org/obo/HP_0100616>	"Testicular teratoma"	<http://purl.obolibrary.org/obo/MP_0004478>	"increased testicular teratoma incidence"
<http://purl.obolibrary.org/obo/HP_0007795>	"Anterior cortical cataract"	<http://purl.obolibrary.org/obo/MP_0010256>	"anterior cortical cataracts"
<http://purl.obolibrary.org/obo/HP_0011113>	"Abnormality of cytokine secretion"	<http://purl.obolibrary.org/obo/MP_0003009>	"abnormal cytokine secretion"
<http://purl.obolibrary.org/obo/HP_0001877>	"Abnormality of erythrocytes"	<http://purl.obolibrary.org/obo/MP_0002447>	"abnormal erythrocyte morphology"
<http://purl.obolibrary.org/obo/HP_0000260>	"Wide anterior fontanel"	<http://purl.obolibrary.org/obo/MP_0000085>	"large anterior fontanelle"
<http://purl.obolibrary.org/obo/HP_0000060>	"Clitoral hypoplasia"	<http://purl.obolibrary.org/obo/HP_0040254>	"Decreased size of the clitoris"
<http://purl.obolibrary.org/obo/HP_0001337>	"Tremor"	<http://purl.obolibrary.org/obo/MP_0000745>	"tremors"
<http://purl.obolibrary.org/obo/HP_0000400>	"Macrotia"	<http://purl.obolibrary.org/obo/MP_0000017>	"big ears"
<http://purl.obolibrary.org/obo/HP_0000479>	"Abnormality of the retina"	<http://purl.obolibrary.org/obo/MP_0001325>	"abnormal retina morphology"
<http://purl.obolibrary.org/obo/HP_0007973>	"Retinal dysplasia"	<http://purl.obolibrary.org/obo/MP_0001325>	"abnormal retina morphology"
<http://purl.obolibrary.org/obo/HP_0000157>	"Abnormality of the tongue"	<http://purl.obolibrary.org/obo/MP_0000762>	"abnormal tongue morphology"
<http://purl.obolibrary.org/obo/HP_0040089>	"Abnormality of natural killer cell number"	<http://purl.obolibrary.org/obo/MP_0008043>	"abnormal NK cell number"
<http://purl.obolibrary.org/obo/HP_0002615>	"Hypotension"	<http://purl.obolibrary.org/obo/MP_0001596>	"hypotension"
<http://purl.obolibrary.org/obo/HP_0001894>	"Thrombocytosis"	<http://purl.obolibrary.org/obo/MP_0005505>	"thrombocytosis"
<http://purl.obolibrary.org/obo/HP_0002578>	"Gastroparesis"	<http://purl.obolibrary.org/obo/MP_0009854>	"impaired gastric peristalsis"
<http://purl.obolibrary.org/obo/HP_0030187>	"Titubation"	<http://purl.obolibrary.org/obo/MP_0009514>	"titubation"
<http://purl.obolibrary.org/obo/HP_0009892>	"Anotia"	<http://purl.obolibrary.org/obo/MP_0005579>	"absent outer ear"
<http://purl.obolibrary.org/obo/MP_0003142>	"anotia"	<http://purl.obolibrary.org/obo/MP_0005579>	"absent outer ear"
<http://purl.obolibrary.org/obo/HP_0000537>	"Epicanthus inversus"	<http://purl.obolibrary.org/obo/MP_0006168>	"epicanthus inversus"
<http://purl.obolibrary.org/obo/HP_0000016>	"Urinary retention"	<http://purl.obolibrary.org/obo/MP_0003622>	"ischuria"
<http://purl.obolibrary.org/obo/HP_0002155>	"Hypertriglyceridemia"	<http://purl.obolibrary.org/obo/MP_0001552>	"increased circulating triglyceride level"
<http://purl.obolibrary.org/obo/HP_0002181>	"Cerebral edema"	<http://purl.obolibrary.org/obo/MP_0011854>	"cerebral edema"
<http://purl.obolibrary.org/obo/HP_0001395>	"Hepatic fibrosis"	<http://purl.obolibrary.org/obo/MP_0003333>	"liver fibrosis"
<http://purl.obolibrary.org/obo/HP_0000176>	"Submucous cleft hard palate"	<http://purl.obolibrary.org/obo/MP_0011615>	"submucous cleft palate"
<http://purl.obolibrary.org/obo/HP_0011390>	"Morphological abnormality of the inner ear"	<http://purl.obolibrary.org/obo/MP_0000026>	"abnormal inner ear morphology"
<http://purl.obolibrary.org/obo/HP_0004326>	"Cachexia"	<http://purl.obolibrary.org/obo/MP_0005150>	"cachexia"
<http://purl.obolibrary.org/obo/MP_0002672>	"abnormal pharyngeal arch artery morphology"	<http://purl.obolibrary.org/obo/MP_0004113>	"abnormal aortic arch morphology"
<http://purl.obolibrary.org/obo/HP_0012303>	"Abnormality of the aortic arch"	<http://purl.obolibrary.org/obo/MP_0004113>	"abnormal aortic arch morphology"
<http://purl.obolibrary.org/obo/HP_0009380>	"Aplasia of the fingers"	<http://purl.obolibrary.org/obo/MP_0000561>	"adactyly"
<http://purl.obolibrary.org/obo/HP_0009776>	"Adactyly"	<http://purl.obolibrary.org/obo/MP_0000561>	"adactyly"
<http://purl.obolibrary.org/obo/MP_0004740>	"sensorineural hearing loss"	<http://purl.obolibrary.org/obo/MP_0006329>	"sensorineural hearing impairment"
<http://purl.obolibrary.org/obo/HP_0000407>	"Sensorineural hearing impairment"	<http://purl.obolibrary.org/obo/MP_0006329>	"sensorineural hearing impairment"
<http://purl.obolibrary.org/obo/HP_0009892>	"Anotia"	<http://purl.obolibrary.org/obo/MP_0003142>	"anotia"
<http://purl.obolibrary.org/obo/HP_0001719>	"Double outlet right ventricle"	<http://purl.obolibrary.org/obo/MP_0000284>	"double outlet right ventricle"
<http://purl.obolibrary.org/obo/HP_0003468>	"Abnormality of the vertebrae"	<http://purl.obolibrary.org/obo/MP_0000137>	"abnormal vertebrae morphology"
<http://purl.obolibrary.org/obo/HP_0002926>	"Abnormality of thyroid physiology"	<http://purl.obolibrary.org/obo/MP_0002876>	"abnormal thyroid physiology"
<http://purl.obolibrary.org/obo/HP_0000592>	"Blue sclerae"	<http://purl.obolibrary.org/obo/MP_0003102>	"sclera thinning"
<http://purl.obolibrary.org/obo/HP_0004444>	"Spherocytosis"	<http://purl.obolibrary.org/obo/MP_0002812>	"spherocytosis"
<http://purl.obolibrary.org/obo/HP_0012594>	"Microalbuminuria"	<http://purl.obolibrary.org/obo/MP_0002959>	"increased urine microalbumin level"
<http://purl.obolibrary.org/obo/HP_0011467>	"Absent gallbladder"	<http://purl.obolibrary.org/obo/MP_0003250>	"absent gallbladder"
<http://purl.obolibrary.org/obo/HP_0012819>	"Myocarditis"	<http://purl.obolibrary.org/obo/MP_0001856>	"myocarditis"
<http://purl.obolibrary.org/obo/HP_0002577>	"Abnormality of the stomach"	<http://purl.obolibrary.org/obo/MP_0000470>	"abnormal stomach morphology"
<http://purl.obolibrary.org/obo/HP_0004935>	"Pulmonary artery atresia"	<http://purl.obolibrary.org/obo/MP_0006130>	"pulmonary valve atresia"
<http://purl.obolibrary.org/obo/HP_0010882>	"Pulmonary valve atresia"	<http://purl.obolibrary.org/obo/MP_0006130>	"pulmonary valve atresia"
<http://purl.obolibrary.org/obo/HP_0004960>	"Absent pulmonary artery"	<http://purl.obolibrary.org/obo/MP_0006130>	"pulmonary valve atresia"
<http://purl.obolibrary.org/obo/HP_0008222>	"Female infertility"	<http://purl.obolibrary.org/obo/MP_0001926>	"female infertility"
<http://purl.obolibrary.org/obo/HP_0010791>	"Hyperplasia of the Leydig cells"	<http://purl.obolibrary.org/obo/MP_0001152>	"Leydig cell hyperplasia"
<http://purl.obolibrary.org/obo/HP_0000073>	"Ureteral duplication"	<http://purl.obolibrary.org/obo/HP_0000081>	"Duplicated collecting system"
<http://purl.obolibrary.org/obo/HP_0100671>	"Abnormal trabecular bone morphology"	<http://purl.obolibrary.org/obo/MP_0000130>	"abnormal trabecular bone morphology"
<http://purl.obolibrary.org/obo/HP_0001051>	"Seborrheic dermatitis"	<http://purl.obolibrary.org/obo/MP_0009792>	"seborrheic dermatitis"
<http://purl.obolibrary.org/obo/HP_0001552>	"Barrel-shaped chest"	<http://purl.obolibrary.org/obo/MP_0001268>	"barrel chest"
<http://purl.obolibrary.org/obo/HP_0004409>	"Hyposmia"	<http://purl.obolibrary.org/obo/HP_0010633>	"Partial anosmia"
<http://purl.obolibrary.org/obo/HP_0002202>	"Pleural effusion"	<http://purl.obolibrary.org/obo/MP_0010334>	"pleural effusion"
<http://purl.obolibrary.org/obo/HP_0002583>	"Colitis"	<http://purl.obolibrary.org/obo/MP_0002816>	"colitis"
<http://purl.obolibrary.org/obo/HP_0000967>	"Petechiae"	<http://purl.obolibrary.org/obo/MP_0008816>	"petechiae"
<http://purl.obolibrary.org/obo/HP_0040088>	"Abnormal lymphocyte count"	<http://purl.obolibrary.org/obo/MP_0000717>	"abnormal lymphocyte cell number"
<http://purl.obolibrary.org/obo/HP_0005435>	"Impaired T cell function"	<http://purl.obolibrary.org/obo/HP_0011840>	"Abnormality of T cell physiology"
<http://purl.obolibrary.org/obo/HP_0003363>	"Abdominal situs inversus"	<http://purl.obolibrary.org/obo/MP_0011249>	"abdominal situs inversus"
<http://purl.obolibrary.org/obo/MP_0002766>	"situs inversus"	<http://purl.obolibrary.org/obo/MP_0011249>	"abdominal situs inversus"
<http://purl.obolibrary.org/obo/HP_0001696>	"Situs inversus totalis"	<http://purl.obolibrary.org/obo/MP_0011249>	"abdominal situs inversus"
<http://purl.obolibrary.org/obo/HP_0009939>	"Mandibular aplasia"	<http://purl.obolibrary.org/obo/MP_0004592>	"small mandible"
<http://purl.obolibrary.org/obo/HP_0009118>	"Aplasia/Hypoplasia of the mandible"	<http://purl.obolibrary.org/obo/MP_0004592>	"small mandible"
<http://purl.obolibrary.org/obo/MP_0002639>	"micrognathia"	<http://purl.obolibrary.org/obo/MP_0004592>	"small mandible"
<http://purl.obolibrary.org/obo/MP_0000460>	"mandible hypoplasia"	<http://purl.obolibrary.org/obo/MP_0004592>	"small mandible"
<http://purl.obolibrary.org/obo/MP_0000087>	"absent mandible"	<http://purl.obolibrary.org/obo/MP_0004592>	"small mandible"
<http://purl.obolibrary.org/obo/HP_0000347>	"Micrognathia"	<http://purl.obolibrary.org/obo/MP_0004592>	"small mandible"
<http://purl.obolibrary.org/obo/HP_0011484>	"Posterior synechiae of the anterior chamber"	<http://purl.obolibrary.org/obo/MP_0011482>	"posterior iris synechia"
<http://purl.obolibrary.org/obo/HP_0004446>	"Stomatocytosis"	<http://purl.obolibrary.org/obo/MP_0010074>	"stomatocytosis"
<http://purl.obolibrary.org/obo/HP_0000662>	"Nyctalopia"	<http://purl.obolibrary.org/obo/MP_0008144>	"nyctalopia"
<http://purl.obolibrary.org/obo/HP_0002414>	"Spina bifida"	<http://purl.obolibrary.org/obo/HP_0010301>	"Spinal dysraphism"
<http://purl.obolibrary.org/obo/HP_0002918>	"Hypermagnesemia"	<http://purl.obolibrary.org/obo/MP_0010092>	"increased circulating magnesium level"
<http://purl.obolibrary.org/obo/HP_0011682>	"Perimembranous ventricular septal defect"	<http://purl.obolibrary.org/obo/MP_0010418>	"perimembraneous ventricular septal defect"
<http://purl.obolibrary.org/obo/HP_0002617>	"Aneurysm"	<http://purl.obolibrary.org/obo/MP_0003279>	"aneurysm"
<http://purl.obolibrary.org/obo/HP_0006254>	"Elevated alpha-fetoprotein"	<http://purl.obolibrary.org/obo/MP_0012602>	"increased alpha-fetoprotein level"
<http://purl.obolibrary.org/obo/HP_0030078>	"Lung adenocarcinoma"	<http://purl.obolibrary.org/obo/MP_0002027>	"increased lung adenocarcinoma incidence"
<http://purl.obolibrary.org/obo/HP_0011970>	"Cerebral amyloid angiopathy"	<http://purl.obolibrary.org/obo/MP_0004254>	"cerebral amyloid angiopathy"
<http://purl.obolibrary.org/obo/HP_0003826>	"Stillbirth"	<http://purl.obolibrary.org/obo/MP_0002081>	"perinatal lethality"
<http://purl.obolibrary.org/obo/HP_0001748>	"Polysplenia"	<http://purl.obolibrary.org/obo/HP_0009799>	"Supernumerary spleens"
<http://purl.obolibrary.org/obo/HP_0001747>	"Accessory spleen"	<http://purl.obolibrary.org/obo/HP_0009799>	"Supernumerary spleens"
<http://purl.obolibrary.org/obo/HP_0000069>	"Abnormality of the ureter"	<http://purl.obolibrary.org/obo/MP_0000534>	"abnormal ureter morphology"
<http://purl.obolibrary.org/obo/HP_0011599>	"Mesocardia"	<http://purl.obolibrary.org/obo/MP_0000650>	"mesocardia"
<http://purl.obolibrary.org/obo/HP_0012680>	"Abnormality of the pineal gland"	<http://purl.obolibrary.org/obo/MP_0000632>	"abnormal pineal gland morphology"
<http://purl.obolibrary.org/obo/HP_0012681>	"Abnormality of pineal morphology"	<http://purl.obolibrary.org/obo/MP_0000632>	"abnormal pineal gland morphology"
<http://purl.obolibrary.org/obo/HP_0000070>	"Ureterocele"	<http://purl.obolibrary.org/obo/MP_0011767>	"ureterocele"
<http://purl.obolibrary.org/obo/HP_0002990>	"Fibular aplasia"	<http://purl.obolibrary.org/obo/MP_0005430>	"absent fibula"
<http://purl.obolibrary.org/obo/HP_0006277>	"Pancreatic hyperplasia"	<http://purl.obolibrary.org/obo/MP_0009110>	"pancreas hyperplasia"
<http://purl.obolibrary.org/obo/HP_0000218>	"High palate"	<http://purl.obolibrary.org/obo/MP_0003757>	"high palate"
<http://purl.obolibrary.org/obo/HP_0002164>	"Nail dysplasia"	<http://purl.obolibrary.org/obo/MP_0012400>	"nail dystrophy"
<http://purl.obolibrary.org/obo/HP_0008404>	"Nail dystrophy"	<http://purl.obolibrary.org/obo/MP_0012400>	"nail dystrophy"
<http://purl.obolibrary.org/obo/MP_0000579>	"abnormal nail morphology"	<http://purl.obolibrary.org/obo/MP_0012400>	"nail dystrophy"
<http://purl.obolibrary.org/obo/HP_0003103>	"Abnormal cortical bone morphology"	<http://purl.obolibrary.org/obo/MP_0003797>	"abnormal compact bone morphology"
<http://purl.obolibrary.org/obo/HP_0011314>	"Abnormality of long bone morphology"	<http://purl.obolibrary.org/obo/MP_0003723>	"abnormal long bone morphology"
<http://purl.obolibrary.org/obo/HP_0100022>	"Abnormality of movement"	<http://purl.obolibrary.org/obo/MP_0003491>	"abnormal voluntary movement"
<http://purl.obolibrary.org/obo/MP_0001388>	"abnormal stationary movement"	<http://purl.obolibrary.org/obo/MP_0003491>	"abnormal voluntary movement"
<http://purl.obolibrary.org/obo/HP_0011991>	"Abnormal neutrophil cell number"	<http://purl.obolibrary.org/obo/MP_0012440>	"abnormal neutrophil cell number"
<http://purl.obolibrary.org/obo/HP_0000153>	"Abnormality of the mouth"	<http://purl.obolibrary.org/obo/MP_0000452>	"abnormal mouth morphology"
<http://purl.obolibrary.org/obo/HP_0003115>	"Abnormal EKG"	<http://purl.obolibrary.org/obo/MP_0010508>	"abnormal heart electrocardiography waveform feature"
<http://purl.obolibrary.org/obo/HP_0011675>	"Arrhythmia"	<http://purl.obolibrary.org/obo/MP_0010508>	"abnormal heart electrocardiography waveform feature"
<http://purl.obolibrary.org/obo/MP_0001636>	"irregular heartbeat"	<http://purl.obolibrary.org/obo/MP_0010508>	"abnormal heart electrocardiography waveform feature"
<http://purl.obolibrary.org/obo/HP_0100019>	"Cortical cataract"	<http://purl.obolibrary.org/obo/MP_0010255>	"cortical cataracts"
<http://purl.obolibrary.org/obo/HP_0002239>	"Gastrointestinal hemorrhage"	<http://purl.obolibrary.org/obo/MP_0000465>	"gastrointestinal hemorrhage"
<http://purl.obolibrary.org/obo/HP_0002015>	"Dysphagia"	<http://purl.obolibrary.org/obo/MP_0003158>	"dysphagia"
<http://purl.obolibrary.org/obo/HP_0000508>	"Ptosis"	<http://purl.obolibrary.org/obo/MP_0001344>	"blepharoptosis"
<http://purl.obolibrary.org/obo/HP_0008465>	"Absent vertebrae"	<http://purl.obolibrary.org/obo/MP_0000138>	"absent vertebrae"
<http://purl.obolibrary.org/obo/HP_0000034>	"Hydrocele testis"	<http://purl.obolibrary.org/obo/MP_0003623>	"hydrocele"
<http://purl.obolibrary.org/obo/HP_0002267>	"Exaggerated startle response"	<http://purl.obolibrary.org/obo/MP_0005604>	"hyperekplexia"
<http://purl.obolibrary.org/obo/HP_0008417>	"Vertebral hypoplasia"	<http://purl.obolibrary.org/obo/HP_0008479>	"Hypoplastic vertebral bodies"
<http://purl.obolibrary.org/obo/HP_0012117>	"Hyperalbuminemia"	<http://purl.obolibrary.org/obo/MP_0002965>	"increased circulating serum albumin level"
<http://purl.obolibrary.org/obo/HP_0006956>	"Dilation of lateral ventricles"	<http://purl.obolibrary.org/obo/MP_0000825>	"dilated lateral ventricles"
<http://purl.obolibrary.org/obo/HP_0003355>	"Aminoaciduria"	<http://purl.obolibrary.org/obo/MP_0003311>	"aminoaciduria"
<http://purl.obolibrary.org/obo/MP_0009904>	"tongue hypoplasia"	<http://purl.obolibrary.org/obo/MP_0009907>	"decreased tongue size"
<http://purl.obolibrary.org/obo/HP_0000171>	"Microglossia"	<http://purl.obolibrary.org/obo/MP_0009907>	"decreased tongue size"
<http://purl.obolibrary.org/obo/HP_0010316>	"Ebstein's anomaly of the tricuspid valve"	<http://purl.obolibrary.org/obo/MP_0010536>	"Ebstein's malformation of tricuspid valve"
<http://purl.obolibrary.org/obo/HP_0005110>	"Atrial fibrillation"	<http://purl.obolibrary.org/obo/MP_0008543>	"atrial fibrillation"
<http://purl.obolibrary.org/obo/HP_0001999>	"Abnormal facial shape"	<http://purl.obolibrary.org/obo/MP_0003743>	"abnormal facial morphology"
<http://purl.obolibrary.org/obo/HP_0001627>	"Abnormal heart morphology"	<http://purl.obolibrary.org/obo/HP_3000001>	"obsolete Abnormal heart morphology"
<http://purl.obolibrary.org/obo/HP_0000217>	"Xerostomia"	<http://purl.obolibrary.org/obo/MP_0000623>	"decreased salivation"
<http://purl.obolibrary.org/obo/HP_0006989>	"Dysplastic corpus callosum"	<http://purl.obolibrary.org/obo/MP_0000780>	"abnormal corpus callosum morphology"
<http://purl.obolibrary.org/obo/HP_0011118>	"Abnormality of tumor necrosis factor secretion"	<http://purl.obolibrary.org/obo/MP_0008556>	"abnormal tumor necrosis factor secretion"
<http://purl.obolibrary.org/obo/HP_0002920>	"Decreased circulating ACTH level"	<http://purl.obolibrary.org/obo/MP_0002664>	"decreased circulating adrenocorticotropin level"
<http://purl.obolibrary.org/obo/HP_0003323>	"Progressive muscle weakness"	<http://purl.obolibrary.org/obo/MP_0000748>	"progressive muscle weakness"
<http://purl.obolibrary.org/obo/HP_0000795>	"Abnormality of the urethra"	<http://purl.obolibrary.org/obo/MP_0000537>	"abnormal urethra morphology"
<http://purl.obolibrary.org/obo/HP_0000597>	"Ophthalmoparesis"	<http://purl.obolibrary.org/obo/MP_0003688>	"ophthalmoparesis"
<http://purl.obolibrary.org/obo/HP_0012364>	"Decreased urinary potassium"	<http://purl.obolibrary.org/obo/MP_0005618>	"decreased urine potassium level"
<http://purl.obolibrary.org/obo/HP_0011130>	"Abnormality of renal calyx morphology"	<http://purl.obolibrary.org/obo/MP_0004195>	"abnormal kidney calyx morphology"
<http://purl.obolibrary.org/obo/HP_0100828>	"Increase in T cell number"	<http://purl.obolibrary.org/obo/MP_0005015>	"increased T cell number"
<http://purl.obolibrary.org/obo/HP_0000829>	"Hypoparathyroidism"	<http://purl.obolibrary.org/obo/MP_0003433>	"decreased activity of parathyroid"
<http://purl.obolibrary.org/obo/HP_0000086>	"Ectopic kidney"	<http://purl.obolibrary.org/obo/MP_0003600>	"ectopic kidney"
<http://purl.obolibrary.org/obo/HP_0001734>	"Annular pancreas"	<http://purl.obolibrary.org/obo/MP_0006261>	"annular pancreas"
<http://purl.obolibrary.org/obo/HP_0040110>	"Morphological abnormality of the saccule"	<http://purl.obolibrary.org/obo/MP_0006089>	"abnormal vestibular saccule morphology"
<http://purl.obolibrary.org/obo/HP_0002088>	"Abnormality of lung morphology"	<http://purl.obolibrary.org/obo/MP_0001175>	"abnormal lung morphology"
<http://purl.obolibrary.org/obo/HP_0003202>	"Skeletal muscle atrophy"	<http://purl.obolibrary.org/obo/MP_0009417>	"skeletal muscle atrophy"
<http://purl.obolibrary.org/obo/MP_0002269>	"muscular atrophy"	<http://purl.obolibrary.org/obo/MP_0009417>	"skeletal muscle atrophy"
<http://purl.obolibrary.org/obo/HP_0100697>	"Neurofibrosarcoma"	<http://purl.obolibrary.org/obo/MP_0002030>	"increased neurofibrosarcoma incidence"
<http://purl.obolibrary.org/obo/HP_0002198>	"Dilated fourth ventricle"	<http://purl.obolibrary.org/obo/MP_0008534>	"enlarged fourth ventricle"
<http://purl.obolibrary.org/obo/MP_0000829>	"dilated fourth ventricle"	<http://purl.obolibrary.org/obo/MP_0008534>	"enlarged fourth ventricle"
<http://purl.obolibrary.org/obo/HP_0002749>	"Osteomalacia"	<http://purl.obolibrary.org/obo/MP_0009445>	"osteomalacia"
<http://purl.obolibrary.org/obo/HP_0000509>	"Conjunctivitis"	<http://purl.obolibrary.org/obo/MP_0001852>	"conjunctivitis"
<http://purl.obolibrary.org/obo/HP_0011016>	"Abnormality of urine glucose concentration"	<http://purl.obolibrary.org/obo/MP_0001758>	"abnormal urine glucose level"
